Title 	 Authors 	 Date of Publication 	 Digital Object Identifier
Mobilization of the genes for photosynthesis from Rhodopseudomonas capsulata by a promiscuous plasmid.	Marrs B	1981 Jun	?
The genetic and physical basis of variability in Escherichia coli strains carrying a reference Inc N group plasmid.	Konarska-Kozlowska M Iyer VN	1981 Jun	?
Conjugational chromosome transfer--complete or partial? Kinetics of chromosome transfer in bacterial conjugation.	Troitsky NA Dromashko SE	1981 May 21	0022-5193(81)90047-3 [pii]
Transmissible plasmids from Campylobacter jejuni.	Taylor DE De Grandis SA Karmali MA Fleming PC	1981 May	?
Transfer of RP4::Mu to Salmonella typhimurium.	Beacham IR Garrett S	1981 May	10.1099/00221287-124-1-225 [doi]
[Characteristics of the plasmid complex in Salmonella suipestifer].	Pekhov AA	1981 May	?
Plasmids coding for colonization factor antigen I and heat-stable enterotoxin production isolated from enterotoxigenic Escherichia coli: comparison of their properties.	McConnell MM Smith HR Willshaw GA Field AM Rowe B	1981 May	?
Hybrid plasmids containing the citrate synthase gene (gltA) of Escherichia coli K12.	Guest JR	1981 May	10.1099/00221287-124-1-17 [doi]
Role of ribonucleic acid synthesis in conjugational transfer of chromosomal and plasmid deoxyribonucleic acids.	Maturin LJ Sr Curtiss R 3rd	1981 May	?
Gene rfaH, which affects lipopolysaccharide core structure in Salmonella typhimurium, is required also for expression of F-factor functions.	Sanderson KE Stocker BA	1981 May	?
R-Plasmid Transfer to and from Escherichia coli Strains Isolated from Human Fecal Samples.	Corliss TL Cohen PS Cabelli VJ	1981 Apr	?
Spontaneous loss and transfer of plasmid-mediated K21 antigen synthesis in Klebsiella pneumoniae.	Barr JG	1981 Apr	?
Tn2001, a transposon encoding chloramphenicol resistance in Pseudomonas aeruginosa.	Iyobe S Sagai H Mitsuhashi S	1981 Apr	?
Stability in Escherichia coli of an antibiotic resistance plasmid from Bacteroides fragilis.	Rashtchian A Booth SJ	1981 Apr	?
Another Colicin V phenotype: in vitro adhesion of Escherichia coli to mouse intestinal epithelium.	Clancy J Savage DC	1981 Apr	?
Transferable urease activity in Providencia stuartii.	Grant RB Penner JL Hennessy JN Jackowski BJ	1981 Mar	?
Incompatibility of citrate utilization plasmids isolated from Escherichia coli.	Ishiguro N Hirose K Asagi M Sato G	1981 Mar	10.1099/00221287-123-1-193 [doi]
[Effect of the conjugative plasmids of S. typhimurium antibiotic resistance on the growth indices of E. coli].	Lvanov NA Gridnev VA	1981 Mar	?
Cloning and expression of fumarate reductase gene of Escherichia coli.	Lohmeier E Hagen DS Dickie P Weiner JH	1981 Mar	?
Insertions of the transposon Tn1 into the Pseudomonas aeruginosa chromosome.	Krishnapillai V Royle P Lehrer J	1981 Mar-Apr	?
[Compatibility between F-like genetic transfer factors].	Reshetnikova VN Pekhov AP	1981 Mar	?
A physical and genetic map of the IncN plasmid R46.	Brown AM Willetts NS	1981 Mar	?
Functional organization of plasmid pKM101.	Langer PJ Shanabruch WG Walker GC	1981 Mar	?
[Obtaining Shigella flexneri 2a mutants defective in utilization of certain carbon sources, their genetic and biological characteristics].	Marakusha BI Petrovskaia VG	1981 Feb	?
[Genetic features of the F-like pAP10-2 plasmid controlling synthesis of thermostable enterotoxin in E. coli cells].	Buianova NI Shchipkov VP Pekhov AP	1981 Feb	?
Formation of Escherichia coli Hfr strains by integrative suppression with the P group plasmid RP1.	Martin RR Thorlton CL Unger L	1981 Feb	?
Antibiotic resistance and R-factors in the fecal coliform flora of urban and rural dogs.	Monaghan C Tierney U Colleran E	1981 Feb	?
A clinical isolate of Escherichia coli owing its trimethoprim resistance to a chromosomally-located trimethoprim transposon.	Towner KJ	1981 Feb	?
Transductional mapping of ksgB and a new Tn5-induced kasugamycin resistance gene, ksgD, in Escherichia coli K-12.	Fouts KE Barbour SD	1981 Feb	?
Klebsiella and Enterobacter strains derived from hospital infections. II. Occurrence and characterization of R-, Lac- and Col- plasmids and their clinical-epidemiological significance.	Milch H Nguyen TK	1981	?
[R plasmid distribution in a Salmonella agona population in a rural area].	Tyc Z Szych J	1981	?
Genetic and biochemical characterization of an Escherichia coli K-12 mutant with an altered outer membrane protein.	Tommassen J van der Ley P Lugtenberg B	1981	?
Occurrence and transfer of plasmids for antibiotic resistance and enterotoxin production in enterotoxigenic Escherichia coli of swine origin.	Semjen G Pesti L	1981	?
The process of general recombination in Escherichia coli K-12: structure of intermediate products.	Bresler SE Goryshin IYu Lanzov VA	1981	?
Plasmids coding for enterotoxins, K88 antigen and colicins in porcine Escherichia coli strains of O-group 149.	Franklin A Soderlind Mollby R	1981	?
[Conjugation transfer of chromosome markers in an Erwinia chrysanthemi bacterial system. I. Construction of a strain capable of transferring the chromosome during conjugation].	Prokulevich VA Fomichev IuK	1981	?
[Fusion of protoplasts in Escherichia coli].	Arbuzov VN Kondrat'ev IuS	1981	?
R-plasmid study of an outbreak caused by multiresistant strains of Salmonella panama.	Lantos J Fekete J Kiraly K	1981	?
[Escherichia coli K-12 mutants for the thymidine phosphorylase structural gene that retain the anabolic function of the enzyme].	Moskaleva ND Sukhodolets VV	1981	?
[Mutation affecting the promotor region of the Escherichia coli K-12 deo-operon].	Akhliustina EV Mironov AS Sukhodolets VV	1981	?
R plasmid with carbadox resistance from Escherichia coli of porcine origin.	Ohmae K Yonezawa S Terakado N	1981 Jan	?
envB mutations confer UV-sensitivity to Salmonella typhimurium and UV-resistance to Escherichia coli.	Anton DN	1981	?
Structure and properties of the region of homology between plasmids pMB1 and ColE1.	Bhagwat AS Person S	1981	?
Enhanced recombination between F42lac and lambda plac5: dependence on F42lac fertility functions.	Porter RD	1981	?
Genetic analysis of mu or mini-mu containing F' pro lac episomes after prophage induction.	Toussaint A Desmet L van Gijsegem F Faelen M	1981	?
Introduction of bacteriophage Mu into bacteria of various genera and intergeneric gene transfer by RP4::Mu.	Murooka Y Takizawa N Harada T	1981 Jan	?
P1 transduction map spanning the replication terminus of Escherichia coli K12.	Bitner RM Kuempel PL	1981	?
pED100, a conjugative F plasmid derivative without insertion sequences.	Willetts N Johnson D	1981	?
Translocation of sequences encoding antibiotic resistance from the chromosome to a receptor plasmid in Salmonella ordonez.	Labigne-Roussel A Gerbaud G Courvalin P	1981	?
[Genetic control of plasmid R6K conjugativity].	Abalakina EG Iakubov LZ Rebentish BA Stepanov AI	1981	?
Mutants of Escherichia coli affected in the processes of transposition and genomic rearrangements.	Smirnov GB Ilyina TS Romanova YM Markov AP Nechaeva EV	1981	?
Identification of a sex-factor-affinity site in E. coli as gamma delta.	Guyer MS Reed RR Steitz JA Low KB	1981	?
Construction and characterization of new cloning vehicles. V. Mobilization and coding properties of pBR322 and several deletion derivatives including pBR327 and pBR328.	Covarrubias L Cervantes L Covarrubias A Soberon X Vichido I Blanco A Kupersztoch-Portnoy YM Bolivar F	1981 Jan-Feb	0378-1119(81)90040-8 [pii]
Effect of chlorpromazine on conjugal plasmid transfer and sex pili.	Mandi Y Molnar J	1981	?
Stereoselective formation of glucuronides in metabolism of hexobarbital enantiomers in vivo: isolation and quantitation of glucuronides in rabbit urine.	Miyano K Ota T Toki S	1981 Jan-Feb	?
Qualitative changes of drug resistant bacteria and their conjugative R plasmids isolated in hospitals in Tokyo area.	Arai T Komatsu S Komatsu Y Kobayashi A	1980 Dec	?
Behaviour of bacteriophage Mu in Acinetobacter calcoaceticus EBF65/65.	Towner KJ	1980 Dec	10.1099/00221287-121-2-425 [doi]
Restriction mediated by pAV2 affects the transfer of plasmids in Acinetobacter calcoaceticus.	Hinchliffe E Vivian A	1980 Dec	10.1099/00221287-121-2-419 [doi]
The association of the O18, K1 and H7 antigens and the Co1V plasmid of a strain of Escherichia coli with its virulence and immunogenicity.	Smith HW Huggins MB	1980 Dec	10.1099/00221287-121-2-387 [doi]
R-factor responsible for an outbreak of multiply antibiotic-resistant Klebsiella pneumoniae.	Courtney MA Miller JR Summersgill J Melo J Raff MJ Streips UN	1980 Dec	?
[Characteristics and classification of plasmids of conditionally pathogenic E. coli according to their conjugative and mobilization capacity].	Pekhov AP Shchipkov VP Gubar' EV Drobysheva NA Shchipkova NI	1980 Dec	?
Incompatibility of R plasmids derived from Salmonella and Escherichia coli strains isolated simultaneously from a bovine fecal sample.	Ishiguro N Sato G Ichijo S Konishi T	1980 Dec	?
Location of two relaxation nick sites in R6K and single sites in pSC101 and RSF1010 close to origins of vegetative replication: implication for conjugal transfer of plasmid deoxyribonucleic acid.	Nordheim A Hashimoto-Gotoh T Timmis KN	1980 Dec	?
Effect of cinoxacin on the conjugal transfer of R-plasmids in Escherichia coli.	Vuye A	1980 Nov-Dec	?
Characterization of beta-lactamase-deficient (bla) mutants of the R plasmid R1 in Escherichia coli K-12 and comparison with similar mutants of RP1.	Crowlesmith I Howe TG	1980 Nov	?
Escherichia coli K317, formerly used to define colicin group E2, produces colicin E7, is immune to colicin E2, and carries a bacteriophage-restricting conjugative plasmid.	Males BM Stocker BA	1980 Nov	?
[Plasmid R-determined variability of bacteria. II. Effect of conjugational properties of plasmids R on the variability of bacteria].	Cebrat S	1980 Nov-Dec	?
Transmissible drug resistance in human and animal trains of Enterobacteriaceae and Pseudomonas aeruginosa.	Adetosoye AI	1980 Nov	?
Preparation of specific Escherichia coli K88 antisera by means of purified K88ab and K88ad antigens.	Guinee PA Mooi FR Jansen WH	1980 Nov	?
[Formation of donor strains of enteropathogenic Escherichia, serogroups O112ac, O129, O143, and Sh. boydii 8 using R-plasmids].	Borisov LB Filippenko OV Babkov VV	1980 Nov	?
Transposable gentamicin resistance in IncW plasmids from Hammersmith Hospital.	Nugent ME Datta N	1980 Nov	10.1099/00221287-121-1-259 [doi]
A novel plasmid-mediated DNA restriction-modification system in E. coli.	Glatman LI Moroz AF Yablokova MB Rebentish BA Kcholmina GV	1980 Nov	?
Effect of beta-lactamase and salt on mecillinam susceptibility of enterobacterial strains.	Bongaerts GP Bruggeman-Ogle KM	1980 Nov	?
Construction and characterization of multicopy plasmids containing the entire F transfer region.	Johnson DA Willetts NS	1980 Nov	?
F factor mobilization of non-conjugative chimeric plasmids in Escherichia coli: general mechanisms and a role for site-specific recA-independent recombination at orV1.	Kilbane JJ Malamy MH	1980 Oct 15	0022-2836(80)90125-4 [pii]
Quantification of digoxin by enzyme immunoassay: synthesis of a maleimide derivative of digoxigenin succinate for enzyme coupling.	Monji N Ali H Castro A	1980 Oct 15	?
Amplification of the put genes and identification of the put gene products in Escherichia coli K12.	Wood JM Zadworny D	1980 Oct	?
R-plasmid transfer frequencies from environmental isolates of Escherichia coli to laboratory and fecal strains.	Shaw DR Cabelli VJ	1980 Oct	?
Genetic analysis of Escherichia coli K-12 chromosomal mutants defective in expression of F-plasmid functions: identification of genes cpxA and cpxB.	McEwen J Silverman P	1980 Oct	?
Isolation and properties of pyruvate dehydrogenase complex mutants of Pseudomonas aeruginosa PAO.	Jeyaseelan K Guest JR	1980 Oct	10.1099/00221287-120-2-385 [doi]
Biochemical and genetic characterization of nirB mutants of Escherichia coli K 12 pleiotropically defective in nitrite and sulphite reduction.	Cole JA Newman BM White P	1980 Oct	10.1099/00221287-120-2-475 [doi]
Distribution of citrate utilization plasmids in Salmonella strains of bovine origin in Japan.	Ishiguro N Hirose K Sato G	1980 Sep	?
Isolation of ara-lac gene fusions in Salmonella typhimurium LT2 by using transducing bacteriophage Mu d (Apr lac).	Lee JH Heffernan L Wilcox G	1980 Sep	?
Partitioning of plasmid R1 in Escherichia coli. I. Kinetics of loss of plasmid derivatives deleted of the par region.	Nordstrom K Molin S Aagaard-Hansen H	1980 Sep	0147-619X(80)90011-6 [pii]
Genetic organization of the broad-host-range IncP-1 plasmid R751.	Meyer RJ Shapiro JA	1980 Sep	?
Tn2301, a transposon construct carrying the entire transfer region of the F plasmid.	Johnson DA Willetts NS	1980 Sep	?
Morphological and serological relationships of conjugative pili.	Bradley DE	1980 Sep	0147-619X(80)90005-0 [pii]
Selection of Escherichia coli K-12 chromosomal mutants that prevent expression of F-plasmid functions.	Silverman P Nat K McEwen J Birchman R	1980 Sep	?
Specification of surface mating systems among conjugative drug resistance plasmids in Escherichia coli K-12.	Bradley DE Taylor DE Cohen DR	1980 Sep	?
Cloning the Tra1 region of RP1.	Watson J Schmidt L Willetts N	1980 Sep	0147-619X(80)90007-4 [pii]
Genetic engineering: possibilities and prospects for its application in industrial microbiology.	Murray K	1980 Aug 11	?
Naturally occurring R.ColBM plasmids belonging to the IncFIII incompatibility group.	Sasarman A Massie B Zollinger M Gagne-Tellier H Shareck F Garzon S Morisset R	1980 Aug	10.1099/00221287-119-2-475 [doi]
Effect of tif expression, irradiation of recipient and presence of plasmid pKM101 on recovery of a marker from a donor exposed to ultraviolet light prior to conjugation.	von Wright A Bridges BA	1980 Aug	10.1099/00221287-119-2-327 [doi]
pKJ1, a naturally occurring conjugative plasmid coding for toluene degradation and resistance to streptomycin and sulfonamides.	Yano K Nishi T	1980 Aug	?
Plasmid-determined resistance to fosfomycin in Serratia marcescens.	Mendoza C Garcia JM Llaneza J Mendez FJ Hardisson C Ortiz JM	1980 Aug	?
Loss of Hfr DNA from Escherichia coli merozygotes during inhibition of conjugation by nalidixic acid.	Lloyd RG Hart J Johnson S	1980 Aug	?
Enterotoxigenic Escherichia coli carrying plasmids coding for antibiotic resistance and enterotoxin production.	Echeverria P Murphy JR	1980 Aug	?
R68.45, a plasmid with chromosome mobilizing ability (Cma) carries a tandem duplication.	Riess G Holloway BW Puhler A	1980 Aug	?
Regulatory region of the gene for the ompA protein, a major outer membrane protein of Escherichia coli.	Movva NR Nakamura K Inouye M	1980 Jul	?
Azaserine resistance in Escherichia coli: chromosomal location of multiple genes.	Williams MV Kerr TJ Lemmon RD Tritz GJ	1980 Jul	?
Plasmids coding for heat-labile enterotoxin production isolated from Escherichia coli O78: comparison of properties.	McConnell MM Smith HR Willshaw GA Scotland SM Rowe B	1980 Jul	?
Anaerobic transfer of antibiotic resistance from Pseudomonas aeruginosa.	Graves JF Riggs HG Jr	1980 Jul	?
Isolation of Escherichia coli mutants (cpdB) deficient in periplasmic 2':3'-cyclic phosphodiesterase and genetic mapping of the cpdB locus.	Beacham IR Garrett S	1980 Jul	10.1099/00221287-119-1-31 [doi]
Construction of an Hfr strain useful for transferring recA mutations between Escherichia coli strains.	Csonka LN Clark AJ	1980 Jul	?
Transfer of a CFA/I-ST plasmid promoted by a conjugative plasmid in a strain of Escherichia coli of serotype O128ac:H12.	Reis MH Heloiza M Affonso T Trabulsi LR Mazaitis AJ Maas R Maas WK	1980 Jul	?
Prevalences of antibiotic resistant Escherichia coli strains isolated from clinical materials in Tokyo area and their conjugative R plasmids in 1978.	Arai T Komatsu S Komatsu Y	1980 Jun	?
The stability of R plasmids in Vibrio cholerae.	Arai T Yao-Sugawara K Aoki T	1980 Jun	?
The kinetics of transfer of nonconjugative plasmids by mobilizing conjugative factors.	Levin BR Rice VA	1980 Jun	?
